,index,created_at,followers_count,full_text,lang,mode,retweet,retweet_count,retweet_text,retweeted,user_id,tweet_id,clean_text,polarity,date,hashtag,sentiment
21104,1133,2019-11-29 23:07:06,221,TIME FOR #KNIVESOUT !!!!!!,en,extended,False,0,,False,256242298,1200551788824260608,TIME FOR KNIVESOUT,0.0,2019-11-29,KnivesOut,neutral
20100,127,2019-11-30 03:03:17,2356,#KnivesOut no spoilers https://t.co/2ig713014l,en,extended,False,0,,False,52430307,1200611225798729728,KnivesOut no spoilers,0.0,2019-11-30,KnivesOut,neutral
5517,520,2019-12-07 00:14:20,1271,NOW PLAYING: #KnivesOut (MIDNIGHT SAT 07/12) - Official Trailer: https://t.co/07zvKbUnO3 https://t.co/DTrEBIo0EI,en,extended,False,1,,False,719179520171835394,1203105422850183170,NOW PLAYING KnivesOut MIDNIGHT SAT 0712 Official Trailer,0.0,2019-12-07,KnivesOut,neutral
15182,204,2019-12-03 00:14:07,254,#KnivesOut &amp; #TheIrishman = solid weekend.,en,extended,False,0,,False,324543000,1201655817180733441,KnivesOut amp TheIrishman solid weekend,0.0,2019-12-03,KnivesOut,neutral
10397,2411,2019-12-05 10:44:38,947,"After watching #KnivesOut in #PVR I wish I had waited until its streaming premiere. It has its moments, but not for Big screen😎. My review #DanielCraig #NoTimeToDietrailer
https://t.co/m55AuddZBd",en,extended,False,0,,False,127790241,1202539270226841600,After watching KnivesOut in PVR I wish I had waited until its streaming premiere It has its moments but not for Big screen My review DanielCraig NoTimeToDietrailer,0.0,2019-12-05,KnivesOut,neutral
12859,1878,2019-12-04 12:01:32,1469,"ICYMI: ""An energising experience, and a film that lingers in the mind for hours after viewing."" Our ★★★★★ review of #KnivesOut.

#WhoDunnit #DanielCraig #RianJohnson
https://t.co/JSNuQlDofe",en,extended,False,0,,False,890947844605194243,1202196235685433346,ICYMI An energising experience and a film that lingers in the mind for hours after viewing Our review of KnivesOutWhoDunnit DanielCraig RianJohnson,0.0,2019-12-04,KnivesOut,neutral
33047,520,2019-11-17 20:28:22,168,Do I dare the mall the Saturday after Thanksgiving for #KnivesOut? (a/k/a “It looks like #CaptainAmerica... It sounds like #CaptainAmerica...”),en,extended,False,0,,False,46006945,1196163190746431488,Do I dare the mall the Saturday after Thanksgiving for KnivesOut aka It looks like CaptainAmerica It sounds like CaptainAmerica,0.0,2019-11-17,KnivesOut,neutral
28683,635,2019-11-22 23:57:18,9067,About to watch #KnivesOut! I don't see @rianjohnson anywhere in the audience... sigh.,en,extended,False,0,,False,15871190,1198027707516440577,About to watch KnivesOut I dont see rianjohnson anywhere in the audience sigh,0.0,2019-11-22,KnivesOut,neutral
9885,1898,2019-12-05 16:57:31,48,"Just watched #knivesout
Might go to therapy now bye",en,extended,False,0,,False,835044371250569216,1202633109201510401,Just watched knivesoutMight go to therapy now bye,0.0,2019-12-05,KnivesOut,neutral
25193,230,2019-11-26 00:26:14,23,Knives Out (2019) | Movie Review (Spoiler-Free) https://t.co/jkOYoVdzuy via @YouTube @RottenTomatoes #moviereview #KnivesOut #lionsgate,en,extended,False,0,,False,1084472868015038464,1199122152206688256,Knives Out 2019 Movie Review SpoilerFree via YouTube RottenTomatoes moviereview KnivesOut lionsgate,0.0,2019-11-26,KnivesOut,neutral
13770,790,2019-12-03 19:29:07,87,#DanielCraig Explains Why His #KnivesOut Character Has A Southern Accent https://t.co/1vEwVO1gc3 via @cinemablend,en,extended,False,0,,False,1189249608687509506,1201946483567874049,DanielCraig Explains Why His KnivesOut Character Has A Southern Accent via cinemablend,0.0,2019-12-03,KnivesOut,neutral
20908,936,2019-11-29 23:55:25,949,"To watch, or not to watch #KnivesOut 🤔",en,extended,False,0,,False,829789951495720960,1200563947755245568,To watch or not to watch KnivesOut,0.0,2019-11-29,KnivesOut,neutral
7575,2580,2019-12-06 10:10:50,3984,Do you like my sweater?  #KnivesOut #KnivesOutFilm #KnivesOutChallenge #dontgetit #everyoneiswearingsweaters #fad #bandwagon https://t.co/JtPjCpclfL,en,extended,False,0,,False,963819660,1202893151201091584,Do you like my sweater KnivesOut KnivesOutFilm KnivesOutChallenge dontgetit everyoneiswearingsweaters fad bandwagon,0.0,2019-12-06,KnivesOut,neutral
18467,1494,2019-12-01 19:08:02,117,It’s happening. #KnivesOut @kelseynoel91 https://t.co/l8o8a7lOj7,en,extended,False,0,,False,1152940825,1201216400469188609,Its happening KnivesOut kelseynoel91,0.0,2019-12-01,KnivesOut,neutral
7440,2445,2019-12-06 11:54:35,77,please follow me if you play knives out.2 ##knivesout #荒野行動,en,extended,False,0,,False,944545951192047618,1202919259610812416,please follow me if you play knives out2 knivesout,0.0,2019-12-06,KnivesOut,neutral
14489,1510,2019-12-03 12:54:04,4055,"Well dang, #KnivesOut is a blast!",en,extended,False,0,,False,397170361,1201847066072363009,Well dang KnivesOut is a blast,0.0,2019-12-03,KnivesOut,neutral
12091,1109,2019-12-04 17:39:48,43,"We watched #KnivesOut last night, here is my review! https://t.co/8uEFaYWzp2",en,extended,False,0,,False,4460728576,1202281362574774272,We watched KnivesOut last night here is my review,0.0,2019-12-04,KnivesOut,neutral
3077,1079,2019-12-07 22:01:33,92,#NowWatching #knivesout @amctheatres knivesout @ AMC Theatre-Crestwood 18 https://t.co/KOabudoiRU,en,extended,False,0,,False,1037377877870891008,1203434395723386880,NowWatching knivesout amctheatres knivesout AMC TheatreCrestwood 18,0.0,2019-12-07,KnivesOut,neutral
13140,159,2019-12-04 01:57:35,195,"It's time for a whodunit. Can't wait.
#KnivesOut https://t.co/WuYtYskFpG",en,extended,False,0,,False,44452902,1202044245546356738,Its time for a whodunit Cant wait KnivesOut,0.0,2019-12-04,KnivesOut,neutral
32041,355,2019-11-18 16:15:00,12171,You could cut the tension with a knife. #KnivesOut #ComingSoon https://t.co/0GbVr0pldJ,en,extended,False,0,,False,22162030,1196461813476577280,You could cut the tension with a knife KnivesOut ComingSoon,0.0,2019-11-18,KnivesOut,neutral
19392,919,2019-12-01 01:26:01,579,I've been craving these since watching #KnivesOut https://t.co/1FFCOy8Xsh,en,extended,False,0,,False,419602022,1200949136096411648,Ive been craving these since watching KnivesOut,0.0,2019-12-01,KnivesOut,neutral
25663,700,2019-11-25 22:42:34,116,Knives Out opens Wednesday! #KnivesOut #AustinMN,en,extended,False,0,,False,3119890456,1199096064713863173,Knives Out opens Wednesday KnivesOut AustinMN,0.0,2019-11-25,KnivesOut,neutral
21034,1062,2019-11-29 23:23:27,551,watching #knivesout again!!!!!!!,en,extended,False,0,,False,46277183,1200555905059823623,watching knivesout again,0.0,2019-11-29,KnivesOut,neutral
13298,317,2019-12-03 23:56:52,225,The butler did it #knivesout #movie #chrisevans #jamieleecurtis #danielcraig #michaelshannon https://t.co/HT7yH1FU9T,en,extended,False,0,,False,116306828,1202013866470694912,The butler did it knivesout movie chrisevans jamieleecurtis danielcraig michaelshannon,0.0,2019-12-03,KnivesOut,neutral
8631,636,2019-12-05 23:21:25,16,Might as well mute me now but #KnivesOut is all I’m gonna be talking about for the next ten years,en,extended,False,0,,False,1063029122602094592,1202729717910196225,Might as well mute me now but KnivesOut is all Im gonna be talking about for the next ten years,0.0,2019-12-05,KnivesOut,neutral
24238,272,2019-11-26 23:48:17,83,In honor of #KnivesOut https://t.co/ZLzf6yioxi,en,extended,False,0,,False,816674093705662465,1199474991328309255,In honor of KnivesOut,0.0,2019-11-26,KnivesOut,neutral
21877,406,2019-11-28 23:44:20,218,"Eeek! Finally introducing my family to my boo @ChrisEvans tonight! We are seeing #KnivesOut but still, we could be dating any day now.",en,extended,False,0,,False,321377131,1200198771814076421,Eeek Finally introducing my family to my boo ChrisEvans tonight We are seeing KnivesOut but still we could be dating any day now,0.0,2019-11-28,KnivesOut,neutral
28199,151,2019-11-23 01:58:40,3664,I’ll be on @1025TheBone tonight with @JohnnyBcomedy discussing if any film stands a chance against #Frozen2 at the box office this weekend (spoiler they don’t). Plus we’ll talk Tom Hanks’ Oscar chances in #ABeautifulDayInTheNeighborhood &amp; #KnivesOut. https://t.co/zaJ4INI03G,en,extended,False,0,,False,561223679,1198058249494433792,Ill be on 1025TheBone tonight with JohnnyBcomedy discussing if any film stands a chance against Frozen2 at the box office this weekend spoiler they dont Plus well talk Tom Hanks Oscar chances in ABeautifulDayInTheNeighborhood amp KnivesOut,0.0,2019-11-23,KnivesOut,neutral
29620,575,2019-11-21 16:52:32,1953,Saw #KnivesOut at the SAG screening and can’t wait to see it again! https://t.co/4iQq606isA,en,extended,False,1,,False,557839007,1197558424902475776,Saw KnivesOut at the SAG screening and cant wait to see it again,0.0,2019-11-21,KnivesOut,neutral
7084,2089,2019-12-06 15:20:07,684,"This #KnivesOut gif of @ChrisEvans saying UP YOUR ASS has been so helpful to me. I use it as a reply every time Shitler asks ""WHERE IS THE WHISTLEBLOWER"" or ""WHERE ARE HER EMAILS"" or ""WHERE IS MY BINKY"". https://t.co/ROIeszghPA",en,extended,False,0,,False,22096467,1202970985428914177,This KnivesOut gif of ChrisEvans saying UP YOUR ASS has been so helpful to me I use it as a reply every time Shitler asks WHERE IS THE WHISTLEBLOWER or WHERE ARE HER EMAILS or WHERE IS MY BINKY,0.0,2019-12-06,KnivesOut,neutral
12009,1027,2019-12-04 18:12:34,140,All this photo makes me want is another installment with Benoit Blanc. #knivesout https://t.co/ccuabT9iOl,en,extended,False,0,,False,743533292,1202289606797869057,All this photo makes me want is another installment with Benoit Blanc knivesout,0.0,2019-12-04,KnivesOut,neutral
11814,830,2019-12-04 19:50:37,4,So @rianjohnson what's the point of Christopher's death in #KnivesOut? Despite Ana thinking that she mixed up his meds wouldn't he feel the drug overdose? Wouldn't the toxicology report come back before the funeral? And what was that rant about doughnuts and doughnut holes?,en,extended,False,0,,False,1048659202019713024,1202314280810565633,So rianjohnson whats the point of Christophers death in KnivesOut Despite Ana thinking that she mixed up his meds wouldnt he feel the drug overdose Wouldnt the toxicology report come back before the funeral And what was that rant about doughnuts and doughnut holes,0.0,2019-12-04,KnivesOut,neutral
13547,567,2019-12-03 21:32:40,315,Thats a one way to end up ur year with this Dope-ass Movie 🎥 ❤️😍#KnivesOut https://t.co/gKtM0GtpHE,en,extended,False,0,,False,438588593,1201977576480268291,Thats a one way to end up ur year with this Dopeass Movie KnivesOut,0.0,2019-12-03,KnivesOut,neutral
30204,82,2019-11-20 23:30:07,370644,WATCH: @ChrisEvans and @Ana_d_Armas tell @thisiscarlosb  what it was like to work with the star-studded cast of #KnivesOut https://t.co/gc1aXeLc7K,en,extended,False,0,,False,26020465,1197296090422423554,WATCH ChrisEvans and AnadArmas tell thisiscarlosb what it was like to work with the starstudded cast of KnivesOut,0.0,2019-11-20,KnivesOut,neutral
22645,1174,2019-11-28 20:24:52,1339,Inmigrants get the job done #KnivesOut,en,extended,False,0,,False,25446454,1200148573590937600,Inmigrants get the job done KnivesOut,0.0,2019-11-28,KnivesOut,neutral
13744,764,2019-12-03 19:39:20,235,#KnivesOut was dope 🔪,en,extended,False,0,,False,56541153,1201949053438832641,KnivesOut was dope,0.0,2019-12-03,KnivesOut,neutral
5282,285,2019-12-07 01:54:34,77,please follow me if you play knives out.5 ##knivesout #荒野行動,en,extended,False,0,,False,944545951192047618,1203130648807870465,please follow me if you play knives out5 knivesout,0.0,2019-12-07,KnivesOut,neutral
7889,2894,2019-12-06 06:14:54,290,"#KnivesOut is a freaking gem 🙌

Kinda feel like I need to go back and rewatch every movie where @ChrisEvans isn’t Star-spangled-awesome... ‘Cause that dude can BRING the complicated-snark of a well-written and executed script (cc: @rianjohnson )",en,extended,False,0,,False,298087685,1202833775916273665,KnivesOut is a freaking gem Kinda feel like I need to go back and rewatch every movie where ChrisEvans isnt Starspangledawesome Cause that dude can BRING the complicatedsnark of a wellwritten and executed script cc rianjohnson,0.0,2019-12-06,KnivesOut,neutral
23940,972,2019-11-27 23:17:01,5393,"Everyone has a motive, no one has a clue in this Mondo #KnivesOut poster. Get your tickets today: https://t.co/dexOzkxVl9 https://t.co/6MrH66mfNF",en,extended,False,0,,False,89475006,1199829509383565321,Everyone has a motive no one has a clue in this Mondo KnivesOut poster Get your tickets today,0.0,2019-11-27,KnivesOut,neutral
28773,725,2019-11-22 23:39:32,746,Seeing #KnivesOut (@ AMC Sunset Place 24) on #Yelp https://t.co/9q3sLMOZ7Q,en,extended,False,0,,False,407198194,1198023235167670272,Seeing KnivesOut AMC Sunset Place 24 on Yelp,0.0,2019-11-22,KnivesOut,neutral
14121,1142,2019-12-03 16:21:00,234,"In honour of #KnivesOut I wanna remind everyone of Connie and Carla, Birthmarked, and also Miss You Already in case there are some gaps in your Toni Collette viewing calendar.",en,extended,False,0,,False,15650001,1201899141409976321,In honour of KnivesOut I wanna remind everyone of Connie and Carla Birthmarked and also Miss You Already in case there are some gaps in your Toni Collette viewing calendar,0.0,2019-12-03,KnivesOut,neutral
23826,858,2019-11-27 23:35:44,1125,- #KnivesOut about hit !! 🍿💯,en,extended,False,0,,False,1003926948,1199834218144161792,KnivesOut about hit,0.0,2019-11-27,KnivesOut,neutral
5078,81,2019-12-07 03:14:25,300,"In case anyone missed it, I've updated the site and finally posted last month's reviews which includes #doctorsleep , #ladyandthetramp and #Frozen2 . That just leaves #KnivesOut which I will post tomorrow.",en,extended,False,0,,False,414880651,1203150742170882050,In case anyone missed it Ive updated the site and finally posted last months reviews which includes doctorsleep ladyandthetramp and Frozen2 That just leaves KnivesOut which I will post tomorrow,0.0,2019-12-07,KnivesOut,neutral
13124,143,2019-12-04 02:10:12,186,A delight. #KnivesOut,en,extended,False,0,,False,2362048321,1202047420756119553,A delight KnivesOut,0.0,2019-12-04,KnivesOut,neutral
10099,2113,2019-12-05 15:09:43,509,The account manager of the official #KnivesOut account is a legend. 👏👍 https://t.co/TMYrAr4Ety,en,extended,False,0,,False,59729797,1202605980896223232,The account manager of the official KnivesOut account is a legend,0.0,2019-12-05,KnivesOut,neutral
11699,715,2019-12-04 20:38:15,397,"Spotify Link: https://t.co/mPUeHepFTh

#KnivesOut",en,extended,False,5,,False,24555281,1202326270547300353,Spotify Link KnivesOut,0.0,2019-12-04,KnivesOut,neutral
27904,856,2019-11-23 16:28:20,128,@cineworld Nothing further this weekend but can’t wait to catch #KnivesOut next time I go,en,extended,False,0,,False,416917925,1198277108147118081,cineworld Nothing further this weekend but cant wait to catch KnivesOut next time I go,0.0,2019-11-23,KnivesOut,neutral
16973,1999,2019-12-02 15:29:01,30,@Fandango Saw #KnivesOut and #QueenAndSlim,en,extended,False,0,,False,1195146910664970240,1201523672445521922,Fandango Saw KnivesOut and QueenAndSlim,0.0,2019-12-02,KnivesOut,neutral
21298,1327,2019-11-29 22:28:27,165,Official scene clip from #KnivesOut featuring Ana de Armas and Katherine Langford. https://t.co/Lleihg6A7e,en,extended,False,1,,False,1195376159619534848,1200542065001684992,Official scene clip from KnivesOut featuring Ana de Armas and Katherine Langford,0.0,2019-11-29,KnivesOut,neutral
2160,162,2019-12-07 23:43:50,239,Just wrote the rating on #KnivesOutMovie. Read it here: https://t.co/SdLnOMIgme #KnivesOut #TravisMovieReviews https://t.co/DANPiVFpcV,en,extended,False,0,,False,3939990193,1203460136666316805,Just wrote the rating on KnivesOutMovie Read it here KnivesOut TravisMovieReviews,0.0,2019-12-07,KnivesOut,neutral
16483,1509,2019-12-02 17:06:52,60,#KnivesOut Where are the goodies? I want the mug! 🍵🔪🔪🔪,en,extended,False,0,,False,921764305166532609,1201548298638770178,KnivesOut Where are the goodies I want the mug,0.0,2019-12-02,KnivesOut,neutral
13451,470,2019-12-03 22:21:16,69,"Daniel Craig’s accent, definitely distracting to start, but soon get used to it. #KnivesOut",en,extended,False,0,,False,396115415,1201989804927397894,Daniel Craigs accent definitely distracting to start but soon get used to it KnivesOut,0.0,2019-12-03,KnivesOut,neutral
20722,750,2019-11-30 00:33:46,944,"My review for #KnivesOut.
https://t.co/FzkMOZ4lrt https://t.co/C79BGCDk70",en,extended,False,0,,False,337471087,1200573599972757504,My review for KnivesOut,0.0,2019-11-30,KnivesOut,neutral
5291,294,2019-12-07 01:51:27,12,Missus at the end of @rianjohnson’s #KnivesOut https://t.co/K3iwIasNAu,en,extended,False,1,,False,2976974439,1203129866490720257,Missus at the end of rianjohnsons KnivesOut,0.0,2019-12-07,KnivesOut,neutral
18602,129,2019-12-01 04:14:15,163,"Since #BladeRunner2049, I thought I wanted a Joi. It turns out I actually wanted an Ana De Armas. #KnivesOut",en,extended,False,0,,False,1259748816,1200991472520171520,Since BladeRunner2049 I thought I wanted a Joi It turns out I actually wanted an Ana De Armas KnivesOut,0.0,2019-12-01,KnivesOut,neutral
19001,528,2019-12-01 02:51:58,2172,"Has @ewarren’s campaign started making #TeamMarta t-shirts yet?

#KnivesOut https://t.co/OYA5KV3vMP",en,extended,False,0,,False,1144266630,1200970765232795648,Has ewarrens campaign started making TeamMarta tshirts yetKnivesOut,0.0,2019-12-01,KnivesOut,neutral
29884,839,2019-11-21 14:03:33,88052,"Rian Johnson on ‘Knives Out,’ ‘Star Wars’ and Toxic Fandom https://t.co/5I2jca7vqR #News #KnivesOut https://t.co/R8CXRWitq3",en,extended,False,0,,False,24134009,1197515898384347136,Rian Johnson on Knives Out Star Wars and Toxic Fandom News KnivesOut,0.0,2019-11-21,KnivesOut,neutral
14032,1053,2019-12-03 17:07:07,831,Quality film #KnivesOut 😂,en,extended,False,0,,False,845324771252457472,1201910747313385476,Quality film KnivesOut,0.0,2019-12-03,KnivesOut,neutral
25892,930,2019-11-25 21:54:34,53,"Last night's date @ChrisEvans ❤

#KnivesOut https://t.co/TwEW75iFLt",en,extended,False,0,,False,4844828952,1199083984702984192,Last nights date ChrisEvans KnivesOut,0.0,2019-11-25,KnivesOut,neutral
31117,0,2019-11-19 23:54:34,78,please follow me if you play knives out.2 ##knivesout #荒野行動,en,extended,False,0,,False,944545951192047618,1196939857290919936,please follow me if you play knives out2 knivesout,0.0,2019-11-19,KnivesOut,neutral
14101,1122,2019-12-03 16:31:55,625,Time for #KnivesOut 👀,en,extended,False,0,,False,532563287,1201901890138710016,Time for KnivesOut,0.0,2019-12-03,KnivesOut,neutral
10294,2308,2019-12-05 12:29:20,2503,"🇺🇲TAQUILLA MARTES EEUU🇺🇲

1️⃣ #Frozen2 5,34M (297,40M)
2️⃣ #KnivesOut 2,77M (46M)
3️⃣ #QueenAndSlim 1,50M (18,60M)
4️⃣ #ABeautifulDayMovie 1,27M (36,30M)
5️⃣ #FordvFerrari 1,19M (83,00M)
6️⃣ #21Bridges 0,68M (20,30M)
7️⃣ #Midway 0,42M (51M)
8️⃣ #TheGoodLiar 0,27M (15,30M) https://t.co/RqTX3p1EDk",en,extended,False,0,,False,2832765345,1202565619696242688,TAQUILLA MARTES EEUU1 Frozen2 534M 29740M2 KnivesOut 277M 46M3 QueenAndSlim 150M 1860M4 ABeautifulDayMovie 127M 3630M5 FordvFerrari 119M 8300M6 21Bridges 068M 2030M7 Midway 042M 51M8 TheGoodLiar 027M 1530M,0.0,2019-12-05,KnivesOut,neutral
26346,291,2019-11-24 20:55:10,14991,"Ooh Chile! AFI fest had drama @QueenandSlim @KnievesOut hits screens #Thanksgiving streaming picks, interviews with Michael Beach, Mekhi Pfeiffer, Mati Diop PLUS Award Season Predictions😱 @TheCurvyCritic @bhlonline TODAY at 5pm PST #thecurvycritic #knivesout #queenandslim https://t.co/49egSvBNDe",en,extended,False,4,,False,30288559,1198706649264869376,Ooh Chile AFI fest had drama QueenandSlim KnievesOut hits screens Thanksgiving streaming picks interviews with Michael Beach Mekhi Pfeiffer Mati Diop PLUS Award Season Predictions TheCurvyCritic bhlonline TODAY at 5pm PST thecurvycritic knivesout queenandslim,0.0,2019-11-24,KnivesOut,neutral
19041,568,2019-12-01 02:42:48,177,How am I supposed to tell my kids that’s “America’s ass” was a murderer? #KnivesOut @ChrisEvans https://t.co/RlT5boblYw,en,extended,False,0,,False,243301439,1200968460861349888,How am I supposed to tell my kids thats Americas ass was a murderer KnivesOut ChrisEvans,0.0,2019-12-01,KnivesOut,neutral
13239,258,2019-12-04 00:45:06,644,Just left #KnivesOut and I cannot stop grinning.,en,extended,False,0,,False,3102321698,1202026005340155904,Just left KnivesOut and I cannot stop grinning,0.0,2019-12-04,KnivesOut,neutral
28609,561,2019-11-23 00:10:05,2738,Yerr #KnivesOut https://t.co/mRS4bQGtJ6,en,extended,False,0,,False,2334544447,1198030923205414913,Yerr KnivesOut,0.0,2019-11-23,KnivesOut,neutral
26883,831,2019-11-24 16:35:05,230,"Rian Johnson, you have redeemed yourself!  #KnivesOut #bestnonmarvelmovieoftheyear",en,extended,False,0,,False,265701590,1198641194701508608,Rian Johnson you have redeemed yourself KnivesOut bestnonmarvelmovieoftheyear,0.0,2019-11-24,KnivesOut,neutral
22382,911,2019-11-28 21:28:01,329,"ICYMI, check out my thoughts on #KnivesOut #MovieReview #smallyoutuber

https://t.co/YwELM1Qu4y",en,extended,False,0,,False,458596471,1200164465280462849,ICYMI check out my thoughts on KnivesOut MovieReview smallyoutuber,0.0,2019-11-28,KnivesOut,neutral
17515,542,2019-12-01 22:03:57,711,Hmm which film should you go see this weekend? I have no idea... #KnivesOut @KnivesOut @rianjohnson https://t.co/TNUc4SI0fP,en,extended,False,0,,False,3272372977,1201260673168134145,Hmm which film should you go see this weekend I have no idea KnivesOut KnivesOut rianjohnson,0.0,2019-12-01,KnivesOut,neutral
1040,1042,2019-12-08 18:29:38,92,Ana de Armas and Daniel Craig will get a nomination tomorrrow for the #GoldenGlobes for #KnivesOut . Mark my words.,en,extended,False,0,,False,55648129,1203743455098363905,Ana de Armas and Daniel Craig will get a nomination tomorrrow for the GoldenGlobes for KnivesOut Mark my words,0.0,2019-12-08,KnivesOut,neutral
29064,16,2019-11-21 22:11:27,1237,Seeing #KnivesOut tomorrow night have my review up after https://t.co/IpmLWOaeBR,en,extended,False,0,,False,35171958,1197638682032914433,Seeing KnivesOut tomorrow night have my review up after,0.0,2019-11-21,KnivesOut,neutral
29144,96,2019-11-21 21:20:59,8647,"Next week's estimated location count for Knives Out is 3,300.

#KnivesOut  #BoxOffice",en,extended,False,2,,False,839546013572464640,1197625981701259264,Next weeks estimated location count for Knives Out is 3300KnivesOut BoxOffice,0.0,2019-11-21,KnivesOut,neutral
16180,1206,2019-12-02 18:30:07,9963,"12 Must-Read Murder #Mystery #Books for Fans of #KnivesOut

https://t.co/d2SKM6ehgR
via .@murder_n_mayhem",en,extended,False,1,,False,1320199676,1201569249623498754,12 MustRead Murder Mystery Books for Fans of KnivesOutvia murdernmayhem,0.0,2019-12-02,KnivesOut,neutral
32557,3,2019-11-17 22:54:35,79,please follow me if you play knives out.8 ##knivesout #荒野行動,en,extended,False,0,,False,944545951192047618,1196199984837738496,please follow me if you play knives out8 knivesout,0.0,2019-11-17,KnivesOut,neutral
19227,754,2019-12-01 02:06:51,362,"My house.
My rules.
My coffee.
#KnivesOut",en,extended,False,0,,False,563930479,1200959413630197760,My houseMy rulesMy coffeeKnivesOut,0.0,2019-12-01,KnivesOut,neutral
28658,610,2019-11-23 00:01:54,402,#KnivesOut time!!!,en,extended,False,0,,False,722486204307021824,1198028867535020034,KnivesOut time,0.0,2019-11-23,KnivesOut,neutral
11443,458,2019-12-04 23:00:44,18908,#KnivesOut is a star-studded film that you shouldn't miss out on this holiday season! Read our spoiler-free review HERE: https://t.co/lv9y4PSYib https://t.co/888K3oETDk,en,extended,False,0,,False,265769445,1202362124875575298,KnivesOut is a starstudded film that you shouldnt miss out on this holiday season Read our spoilerfree review HERE,0.0,2019-12-04,KnivesOut,neutral
7713,2718,2019-12-06 08:11:10,1580,"It’s been 5 days since I saw #KnivesOut &amp; I’m still thinking about #ChrisEvans in that white knit jumper, with holes in.  I may never ever think about any thing else #KnivesOutChallenge @ChrisEvans https://t.co/e6bDmpGqvD",en,extended,False,0,,False,239911073,1202863034257022976,Its been 5 days since I saw KnivesOut amp Im still thinking about ChrisEvans in that white knit jumper with holes in I may never ever think about any thing else KnivesOutChallenge ChrisEvans,0.0,2019-12-06,KnivesOut,neutral
20921,949,2019-11-29 23:53:01,1869,"Seeing #KnivesOut for a second time.

And yes, I brought doughnuts and doughnut holes. https://t.co/UxX6ON4U4A",en,extended,False,0,,False,245658615,1200563346870849536,Seeing KnivesOut for a second time And yes I brought doughnuts and doughnut holes,0.0,2019-11-29,KnivesOut,neutral
22300,829,2019-11-28 21:46:40,4,About to see Knives Out! Review to come! #KnivesOut https://t.co/0MurigHYr1,en,extended,False,0,,False,1162396914827984896,1200169161709645824,About to see Knives Out Review to come KnivesOut,0.0,2019-11-28,KnivesOut,neutral
14072,1093,2019-12-03 16:48:10,542,Now seated for: #KNIVESOUT,en,extended,False,0,,False,998064133,1201905981266915330,Now seated for KNIVESOUT,0.0,2019-12-03,KnivesOut,neutral
14804,1825,2019-12-03 08:17:17,3883,Is this a #KnivesOut  reference? https://t.co/a8EN0AeLu8,en,extended,False,0,,False,134619884,1201777413232844800,Is this a KnivesOut reference,0.0,2019-12-03,KnivesOut,neutral
25399,436,2019-11-25 23:25:00,4417,"Knives Out Dial K for Knives In Theaters #Thanksgiving
#KnivesOut #2019 A detective investigates the death of a patriarch of an eccentric, combative family. #Comedy #Crime #Drama Ana de Armas , Chris Evans , Daniel Craig https://t.co/cyo20PFTey",en,extended,False,0,,False,1150690849715630082,1199106741767557120,Knives Out Dial K for Knives In Theaters ThanksgivingKnivesOut 2019 A detective investigates the death of a patriarch of an eccentric combative family Comedy Crime Drama Ana de Armas Chris Evans Daniel Craig,0.0,2019-11-25,KnivesOut,neutral
14633,1654,2019-12-03 10:57:13,120,@sainsburys is a #KnivesOut fan! #wantanotherbiscuit? https://t.co/Y7t404rWlM,en,extended,False,0,,False,1142264299,1201817658183897094,sainsburys is a KnivesOut fan wantanotherbiscuit,0.0,2019-12-03,KnivesOut,neutral
8031,36,2019-12-06 01:59:00,1362,"#Hollywood Movies @ #India BO :

Total Gross till Dec 1st:

#Frozen2  - $5,495,592 [₹ 39 Crs]

#FordvFerrari  - $1,626,548 [₹ 11.60 Crs]

#KnivesOut - $231,584 [₹ 1.65 Crs]",en,extended,False,0,,False,1687538893,1202769377814339585,Hollywood Movies India BO Total Gross till Dec 1stFrozen2 5495592 39 Crs FordvFerrari 1626548 1160 Crs KnivesOut 231584 165 Crs,0.0,2019-12-06,KnivesOut,neutral
26543,488,2019-11-24 19:12:10,334,I can’t wait to watch #KnivesOut 😭 https://t.co/tQEB0WT9Cy,en,extended,False,0,,False,739142302002728960,1198680726377553921,I cant wait to watch KnivesOut,0.0,2019-11-24,KnivesOut,neutral
10604,2618,2019-12-05 07:42:43,36362,Time for #KnivesOut! https://t.co/5ujStBnxRb,en,extended,False,0,,False,19861550,1202493488589180928,Time for KnivesOut,0.0,2019-12-05,KnivesOut,neutral
16513,1539,2019-12-02 17:02:13,814,I just want to talk about the baseball. #knivesout,en,extended,False,0,,False,37186839,1201547129178796033,I just want to talk about the baseball knivesout,0.0,2019-12-02,KnivesOut,neutral
14410,1431,2019-12-03 13:23:30,1,So buzzing for this! @rianjohnson #knivesout https://t.co/0Q0fBoGcfq,en,extended,False,0,,False,1176142512744013828,1201854474727370752,So buzzing for this rianjohnson knivesout,0.0,2019-12-03,KnivesOut,neutral
19413,940,2019-12-01 01:21:32,10183,"My house!
My rules!
My coffee!

🔪💉⚔️🚬🕰🚽🤮☠️☕️💰

#KnivesOut https://t.co/V1C2BwFvzg",en,extended,False,0,,False,16038575,1200948009497849856,My houseMy rulesMy coffeeKnivesOut,0.0,2019-12-01,KnivesOut,neutral
